timestamp,density,avg_speed,vehicle_count,accidents
336,77,69.44044753398182,96,0
337,191,55.09884610755753,702,0
338,461,72.54281895074182,673,0
339,225,89.91764920358598,569,0
340,233,75.38460367883218,132,0
341,311,87.96650253960463,130,0
342,122,40.45851967442007,788,0
343,41,69.3368300062648,757,0
344,251,51.60855736692934,549,0
345,205,24.578718500421765,399,0
346,452,78.78466104843596,196,0
347,420,20.598726109341918,92,0
348,430,82.0265078598847,315,0
349,63,12.668231829689283,311,0
350,118,44.16086383608617,417,0
351,473,67.21191264213282,172,0
352,491,36.684184410983754,724,0
353,64,20.28726907099577,253,0
354,58,78.48831853965643,51,0
355,237,16.240686914842513,318,1
356,79,13.951929498797295,172,0
357,168,85.85915718197296,279,0
358,181,43.92904206797578,467,0
359,26,58.43956972655773,436,0
360,152,85.90685424662765,449,0
361,161,54.33970974159212,570,0
362,86,51.81638787173929,659,0
363,105,81.95643872131491,136,0
364,288,77.18669957069659,274,0
365,42,11.90363512276943,225,1
366,148,27.926815495206043,166,0
367,39,84.24902451744977,473,0
368,222,21.730576205456924,185,0
369,307,76.70853489860365,749,0
370,100,20.594840990292806,263,0
371,490,74.02949651028882,399,0
372,478,26.70846884828991,371,0
373,434,43.34099390027957,477,0
374,77,69.82786846173192,449,0
375,102,11.365586611336248,662,0
376,1,84.78985912467982,340,0
377,487,6.499351163130432,392,0
378,118,45.39704023490359,121,0
379,17,32.507499904491794,765,0
380,113,7.556459707282914,709,0
381,186,28.33357791901971,350,0
382,258,65.34468071294549,724,0
383,380,34.25019870167914,578,0
384,284,40.75751452838393,436,0
385,486,81.6098403969209,681,0
386,352,25.957964122657117,95,0
387,446,53.55969277371041,171,0
388,411,56.04770665744359,42,0
389,499,13.045300447368039,670,0
390,322,12.720829498764136,330,0
391,489,49.20348622838932,79,0
392,212,47.100599222264016,642,0
393,213,83.10153668987948,202,0
394,24,8.554385220749094,71,0
395,207,19.6527226533681,688,0
396,202,52.3888519789812,99,0
397,444,86.54068765878691,591,0
398,16,8.278702936210651,374,0
399,438,73.47439047588449,432,0
400,108,23.44918454239507,690,0
401,403,41.48717646486349,158,0
402,41,60.14265125708383,203,0
403,378,80.37886823846723,423,0
404,79,14.464437540504827,522,0
405,335,86.60335903132929,202,0
406,150,49.58652236305484,690,0
407,34,88.44235714803008,145,0
408,279,58.316567850838595,495,0
409,387,85.2459803344018,764,0
410,272,42.90759814550879,783,0
411,70,59.18201811210755,212,0
412,253,24.875839873151442,485,0
413,110,14.566665791656785,299,0
414,368,40.586531447358226,183,0
415,130,42.496811845665945,738,0
416,203,47.093124034100526,251,0
417,43,26.210412713213323,509,0
418,250,57.56849113270432,143,0
419,210,16.47020517236126,356,0
420,145,59.72864451387161,264,0
421,410,45.62411284148083,320,0
422,121,28.362982146623942,439,0
423,349,55.52879548684791,629,0
424,226,78.60632857372038,533,0
425,462,63.24522826196925,646,0
426,53,20.764847813541152,558,0
427,79,74.53833582456647,86,0
428,291,37.3766804177168,251,0
429,318,25.181167807804318,715,0
430,69,14.155870115739862,258,0
431,406,36.047553145801174,706,0
432,139,40.36255866004308,143,0
433,264,63.35435926810204,719,0
434,380,24.9413287289873,249,0
435,162,78.73311283149972,411,0
436,221,45.607888852025454,311,0
437,444,65.29809047263026,191,0
438,166,40.272466375316846,233,0
439,105,56.56839583151691,348,0
440,69,80.12148443423389,424,0
441,55,28.16018007871208,208,0
442,57,49.8552921046481,325,0
443,331,11.265444142453294,676,0
444,104,75.58084467791193,225,0
445,286,46.26139550673809,303,0
446,296,72.37781144803412,157,0
447,179,76.01758896514404,172,0
448,328,35.84673767906767,325,0
449,291,7.252949732232082,9,0
450,262,80.77304711733372,335,0
451,243,67.3901146266081,331,0
452,343,22.13715947173332,363,0
453,466,68.03593490585287,238,0
454,125,15.401569757857533,13,0
455,367,22.81391392034329,536,0
456,348,17.434460858731896,104,0
457,205,33.98613789877142,606,0
458,201,13.237892797358661,87,0
459,99,29.84466900941158,203,0
460,7,70.70466255813834,97,0
461,281,22.597451571977277,29,0
462,416,87.1021899172071,61,0
463,288,6.186360742253088,242,0
464,227,62.904920637456605,750,0
465,172,84.40952938224602,752,0
466,284,73.21843929811222,793,0
467,96,45.78272725520021,164,0
468,203,64.53560257583385,534,0
469,63,35.655661221072705,639,0
470,60,58.19267987600041,168,0
471,207,11.963582258345227,393,0
472,440,50.21696121627696,145,0
473,137,48.64564071815841,472,0
474,69,22.684832411174693,711,0
475,198,77.21569986898608,468,0
476,452,15.21848636334251,762,0
477,264,35.38483236556497,734,0
478,208,65.59486737552675,643,0
479,202,43.880089121711734,586,0
480,261,17.232457297595033,733,0
481,406,76.25184036874656,456,0
482,330,17.52547583802523,484,0
483,258,84.56517032970042,98,0
484,367,80.22852406820947,173,0
485,417,36.654077121354305,396,0
486,466,41.670872239885604,449,0
487,210,47.28355463572791,707,0
488,314,75.47525332133573,541,0
489,232,26.68746857682167,474,0
490,117,79.45456147255065,126,0
491,430,80.06403439497197,553,0
492,93,38.34066827911485,426,0
493,160,22.86633023936986,758,0
494,376,18.762422971296445,437,0
495,49,9.976268666627057,75,0
496,53,87.61340516904073,129,0
497,98,72.99196020813055,550,0
498,117,47.200184639287905,509,0
499,165,13.182005883255997,96,0
500,331,37.09125865739655,23,0
501,183,27.702943694172095,761,0
502,72,70.33646734071507,124,0
503,439,89.13399624129825,19,0
504,150,55.96506112747041,626,0
505,421,79.70150783699488,764,0
506,230,11.893391408736457,51,0
507,51,6.3053193645831325,744,0
508,225,60.20180529199284,487,0
509,186,19.063342235444573,523,0
510,457,42.47687824686107,187,0
511,463,12.433602111010787,439,0
512,133,16.78820851831768,675,0
513,486,86.92648152359718,405,0
514,409,76.04072295792669,124,0
515,192,56.58906843845887,659,0
516,404,70.54993117690802,474,0
517,354,53.98149765212801,394,0
518,491,7.953627412041577,335,0
519,372,87.2615184104131,403,0
520,484,52.83744599928941,248,0
521,399,78.25415515499436,118,1
522,491,74.26118135123728,603,0
523,20,18.075018164258097,557,0
524,485,63.20717633727733,135,0
525,160,19.530566514370754,537,0
526,134,24.087479353617606,377,0
527,72,10.524422234298914,45,0
528,139,16.203555602737488,178,0
529,23,6.1548936615385275,102,0
530,497,6.452993405432399,553,0
531,222,89.47615976725727,141,0
532,287,22.000793691674076,113,0
533,360,77.58660495940535,222,0
534,304,42.381788404545894,355,0
535,254,88.1562736750555,493,0
536,498,54.168086024126595,612,0
537,318,87.35944175482621,539,0
538,279,68.70296527406371,66,0
539,444,62.32782259387195,412,0
540,318,15.351478004215018,261,0
541,139,11.018490657444133,321,0
542,363,85.47158164774925,456,0
543,386,81.4988247021028,634,0
544,242,25.6473448552311,23,0
545,266,15.615764670423939,766,0
546,177,42.43062423097296,420,0
547,27,57.67407288505707,479,0
548,441,20.08889427806895,183,0
549,223,33.151798363741726,754,0
550,161,24.825474556659792,132,0
551,22,5.354774158439458,296,0
552,441,8.454382832783464,177,0
553,486,88.25801718773462,639,0
554,23,47.70286867371394,166,0
555,238,36.256117638933645,430,0
556,390,36.99740407293025,69,0
557,262,41.244398733991204,156,0
558,313,51.80266157434522,573,0
559,210,22.86267341050398,382,0
560,224,32.075950243069855,583,0
561,409,74.81461045615079,761,0
562,139,68.03844721641184,118,0
563,367,22.558353718549274,208,0
564,201,36.109979538717326,61,0
565,472,36.689293519834656,225,0
566,94,83.12071520157234,87,0
567,415,70.6919575400576,690,0
568,495,69.66760530109045,522,0
569,39,5.590723207161562,263,0
570,216,62.3187224063693,160,0
571,467,8.189643385030132,172,0
572,245,18.268992019258786,584,0
573,281,37.93549970513837,147,0
574,242,57.39490155910755,612,0
575,42,50.613703970904965,639,0
576,66,67.02703510406599,189,0
577,395,39.74588533582754,380,0
578,421,76.49982050251977,225,0
579,417,42.29383158097377,251,0
580,108,66.33574798677179,401,0
581,173,62.82372658263396,637,0
582,471,74.6491254730061,448,0
583,453,66.71560269695702,627,0
584,67,19.475247401869034,72,0
585,247,10.730924567240711,199,0
586,27,55.2612779056512,617,0
587,234,89.74444148136602,590,0
588,221,36.911645590446156,327,0
589,277,55.80462252501677,471,0
590,84,7.864082221374426,260,0
591,363,68.39516644628222,138,0
592,36,79.15499190748798,85,0
593,147,60.541775028483876,330,0
594,307,49.44066710902026,505,0
595,29,33.735178399602376,118,0
596,77,63.750779219585745,457,0
597,85,73.89840486967351,518,0
598,363,61.07085131273128,641,0
599,498,51.645780054362206,371,0
600,192,77.5556820824905,745,0
601,225,66.06793684453896,151,0
602,426,35.69825895697735,593,0
603,64,11.743458819310874,705,0
604,367,67.76474609024262,624,0
605,477,24.82941964115483,596,0
606,312,24.24184860431009,81,0
607,64,57.67634376273457,714,0
608,304,19.150030982441397,582,0
609,374,69.59131155224836,492,0
610,232,20.773947207272982,160,0
611,169,9.614199379390506,770,0
612,165,64.04296006226025,690,0
613,221,19.04038722168179,126,0
614,77,81.97598870486179,544,0
615,206,88.91450150502483,577,0
616,486,34.456223168267094,708,0
617,32,9.620391219443132,645,0
618,155,26.46466032208096,307,0
619,382,26.475993704808108,793,0
620,297,81.7579076717383,158,0
621,319,31.461734953811465,731,0
622,77,20.665248550637365,719,0
623,426,41.25176091698532,257,0
624,425,78.7027242566068,438,0
625,48,13.452500146997677,385,0
626,133,56.06946000070861,638,0
627,204,76.05299629103074,484,0
628,396,7.382358657449384,721,0
629,116,18.720867109114508,268,0
630,206,29.539159657129556,389,0
631,410,72.37731060135218,726,0
632,85,16.40584934212853,250,0
633,73,53.834825493466205,10,0
634,248,70.44447625231791,710,0
635,85,22.224577627613137,722,0
636,353,22.86292411296584,736,0
637,100,12.874068846783107,339,0
638,5,85.39872396882517,720,0
639,308,74.87131594350521,388,0
640,387,85.47848431931399,291,0
641,299,36.61989024248881,577,0
642,362,44.28771018702045,312,0
643,444,29.342168250223924,385,0
644,402,61.966114057891595,776,0
645,221,67.19040807580737,775,0
646,11,36.64474707963192,230,0
647,145,58.31085538033831,339,0
648,41,44.62648915023399,478,0
649,47,35.271423049197224,31,0
650,404,82.9150189829891,552,0
651,398,17.83976954600787,797,0
652,269,31.8362971732886,555,0
653,91,15.074380092181698,143,0
654,475,25.524012995153775,123,0
655,473,67.44494902497536,516,0
656,197,7.095780468476323,52,0
657,328,21.640107274571353,783,0
658,97,60.255458688040434,539,0
659,495,23.650622052799825,756,0
660,215,76.37362767689432,634,1
661,173,64.2548351145116,557,0
662,379,6.163142417259584,528,0
663,384,86.73913215665974,759,0
664,226,47.95626784806692,46,0
665,393,48.270563841943414,465,0
666,401,61.18765572884981,463,0
667,96,30.818160592847264,654,0
668,489,68.0768772249748,253,0
669,331,57.32154847130487,390,0
670,16,20.80266326091449,167,0
671,237,49.70568983173286,623,0
672,413,28.92690590263528,56,0
673,108,13.049896853219789,150,0
674,367,83.7555263385611,567,0
675,9,65.54657113757472,527,0
676,365,39.22880868206876,377,0
677,492,28.037087171244757,246,0
678,439,84.80428733925672,271,0
679,233,7.124386676213506,106,0
680,453,5.155769136271546,184,1
681,459,85.41368699601847,707,0
682,313,40.013562710561246,314,0
683,342,54.166883369789964,625,0
684,188,18.584379987226164,685,0
685,272,58.42960924392687,365,0
686,313,40.184619062219724,409,0
687,190,13.518494898061466,430,0
688,280,67.97035124978612,563,0
689,43,62.742185797467414,726,0
690,351,35.177174250551886,282,0
691,61,13.428464214497891,731,0
692,418,7.344469443477411,588,0
693,203,28.538704779815795,625,0
694,40,48.48799297795039,479,0
695,285,23.564468790015635,441,0
696,488,78.19124486471217,294,0
697,346,26.973290649411034,559,0
698,256,74.6351966161584,221,0
699,194,66.85938198078665,331,0
700,231,73.31517437553921,38,0
701,174,37.11354129733854,305,0
702,246,30.363486166145123,689,0
703,309,19.5374271363225,722,0
704,121,28.196099082293557,601,0
705,377,45.23100982538175,217,0
706,77,6.828474424975607,519,0
707,427,6.297164555221135,613,0
708,109,18.11448128097443,769,0
709,166,35.2776400213301,762,0
710,300,24.289222648997562,414,0
711,298,77.27003617129975,101,0
712,206,40.27674570628729,388,0
713,422,42.26567447638888,47,0
714,476,10.809934547155601,58,0
715,308,41.737175614007775,795,0
716,37,13.5303553547627,432,0
717,120,16.684122293420835,215,0
718,183,48.75102269791044,306,0
719,107,38.94513048799284,94,0
720,73,66.37994752895348,347,0
721,154,29.13525136237291,233,0
722,99,7.471605093539858,628,0
723,205,61.53356088764524,209,0
724,1,55.0685741000074,549,0
725,305,52.04119753081113,427,0
726,73,35.70166613509386,291,0
727,141,51.35968694541065,763,0
728,64,82.83466299624509,35,0
729,225,48.18860237281994,557,0
730,145,7.95752964870995,181,0
731,81,54.24846593633912,211,0
732,435,46.42639147407731,49,0
733,211,22.077926076519503,161,0
734,33,70.82938384927553,268,0
735,138,85.13502178517905,459,0
736,288,33.2524829033385,350,0
737,496,43.63844564519241,335,0
738,404,57.31136597484841,139,0
739,288,81.15685685298449,90,0
740,387,33.410352401713666,323,0
741,84,47.91693700779075,548,0
742,50,40.17624573879427,368,0
743,453,83.97179214642783,571,0
744,482,51.04674707320431,696,0
745,298,36.08976676693128,13,0
746,383,79.93900999591452,648,0
747,6,21.75060707643575,477,0
748,391,68.31023314693682,748,0
749,474,68.52189895670739,724,0
750,235,31.336844627817904,227,0
751,145,11.726029907398823,156,0
752,8,60.89007887453661,612,0
753,401,8.949119049997819,683,0
754,286,83.04397009202037,547,0
755,81,46.5672894839829,350,0
756,484,45.47177677119439,590,0
757,339,58.98122769642237,204,0
758,398,64.40434589525174,302,0
759,231,70.11018569989508,652,0
760,140,13.280217634574129,116,0
761,216,24.1448788711524,240,0
762,350,54.846756689823174,646,0
763,357,9.955857322950108,532,0
764,442,20.98715384359968,426,0
765,346,57.162637551066524,776,0
766,400,21.917484171262586,714,0
767,245,6.970990101962509,537,0
768,189,18.354597717514462,754,0
769,94,24.85483504228772,761,0
770,88,17.535982423533376,84,0
771,360,49.76771760955043,547,0
772,2,9.697916034276215,405,0
773,227,17.114019141951605,198,0
774,182,60.4955610999404,478,0
775,65,49.6886498732173,640,0
776,104,26.358768812094517,499,0
777,69,15.650724685514017,178,0
778,90,52.12618260976834,776,0
779,10,79.16946905986374,728,0
780,497,49.92339520216132,117,0
781,209,58.63163757205436,165,0
782,355,74.48629489007376,255,0
783,470,50.56682087683593,567,0
784,286,74.7830895277129,53,0
785,134,58.69858868693677,559,0
786,356,80.57993543924918,412,0
787,198,62.52997290366992,113,0
788,419,39.33042268880359,341,0
789,108,6.455533357750684,554,0
790,42,18.876126855512517,305,0
791,57,23.447749761932048,48,0
792,60,45.464968274758284,94,0
793,339,65.58872919225196,86,0
794,158,11.068433297018156,437,0
795,32,26.4684675048831,357,0
796,374,15.130695498641611,372,0
797,185,22.727311244886497,621,0
798,210,70.60349681297247,649,0
799,484,88.79356714817062,246,0
800,313,78.68267647096758,704,0
801,103,30.511444056141055,755,1
802,161,58.789670176397124,700,0
803,160,45.801192310044016,332,0
804,103,69.67182380893809,87,0
805,262,31.51314554766372,36,0
806,98,73.9768602528512,614,0
807,244,69.66490194492674,485,0
808,150,21.33138158889701,764,0
809,92,76.25410944077558,32,0
810,390,31.88398464000867,638,0
811,71,64.15142805213179,437,0
812,380,28.849521065471855,156,0
813,195,20.488391469233253,329,0
814,302,50.64783937573597,439,0
815,74,10.88319155995337,96,0
816,347,74.88112873050333,71,0
817,3,53.27182743198675,64,0
818,345,55.178206679669955,559,0
819,355,49.55395093004691,678,0
820,224,58.87500295554909,742,0
821,35,34.672027415828964,565,0
822,101,78.93910167883489,647,0
823,192,54.62346811445504,526,0
824,295,63.327689030475625,438,0
825,73,81.77425573791973,303,0
826,145,88.05094303208732,439,0
827,203,70.14711298621286,750,0
828,355,29.80476192502579,555,0
829,281,34.461622451606054,522,0
830,433,71.82492350639403,269,0
831,409,42.701692554843355,213,0
832,412,37.31972412014023,492,0
833,109,20.113513500829757,193,0
834,212,29.882969583670906,9,0
835,424,78.3860579124054,386,0
836,202,12.234406709914365,577,0
837,69,69.95106782148314,306,0
838,470,23.249465050588526,468,0
839,151,7.858604301127656,703,0
840,9,33.59347208178997,479,0
841,215,83.2344402523882,43,0
842,220,6.9235616324007765,14,0
843,422,6.950670683494432,221,0
844,329,68.36438807306054,335,0
845,10,30.107160298288314,643,0
846,19,65.59773948398961,746,0
847,480,38.86430467701852,625,0
848,122,21.396673297373663,733,0
849,83,49.0876398815501,670,0
850,271,89.20466052554065,548,0
851,7,83.75370825101211,655,0
852,122,54.34059757482663,299,0
853,405,67.90523562383535,568,0
854,386,17.317271684039845,532,0
855,91,38.73204789925318,275,0
856,275,67.72933188420383,777,0
857,277,73.57792916145351,732,0
858,262,16.939393203063624,221,0
859,453,53.38951146432918,336,0
860,125,63.11424708677183,691,0
861,321,52.894215789923706,483,0
862,358,8.059822594638298,230,0
863,477,18.452098049629612,131,0
864,387,20.78694423489439,787,0
865,404,43.39228486796346,42,0
866,180,31.905205639251164,393,0
867,456,80.8003862392615,23,0
868,120,42.778902012113065,725,0
869,44,35.43331350281427,559,0
870,218,38.91167428393139,302,0
