bill_id,line_no,sku_code,description,quantity,unit_price,line_total,is_blacklisted_phrase,fraud_risk_score
BILL00008,21,SKU02714,Toothpaste family pack,1,735.36,735.36,0,0.0
BILL00008,22,SKU00121,Detergent powder,3,639.39,1918.17,0,0.0
BILL00008,23,SKU01815,Rice 5kg,2,128.09,256.18,0,0.0
BILL00008,24,SKU01567,Chocolate bar,1,627.0,627.0,0,0.0
BILL00008,25,SKU02130,Instant noodles,7,627.63,4393.41,0,0.593
BILL00008,26,SKU00204,Shampoo bottle,6,671.03,4026.18,0,0.443
BILL00008,27,SKU00981,Soft drink 2L,5,67.27,336.35,0,0.0
BILL00008,28,SKU02233,Toothpaste family pack,6,624.25,3745.5,0,0.552
BILL00008,29,SKU01327,Cooking oil 1L,6,433.68,2602.08,0,0.531
BILL00008,30,SKU01099,Packaged biscuits,8,199.18,1593.44,0,0.0
BILL00008,31,SKU02285,Packaged biscuits,4,346.02,1384.08,0,0.0
BILL00008,32,SKU00123,Chocolate bar,2,437.66,875.32,0,0.0
BILL00008,33,SKU00322,Cooking oil 1L,4,102.86,411.44,0,0.0
BILL00008,34,SKU02076,Packaged biscuits,3,200.49,601.47,0,0.0
BILL00008,35,SKU02868,Packaged biscuits,1,747.49,747.49,0,0.0
BILL00008,36,SKU01003,Packaged biscuits,4,489.79,1959.16,0,0.0
BILL00008,37,SKU02376,Toothpaste family pack,6,371.58,2229.48,0,0.367
BILL00008,38,SKU00338,Instant noodles,6,759.57,4557.42,0,0.339
BILL00008,39,SKU00555,Soft drink 2L,2,634.47,1268.94,0,0.0
BILL00008,40,SKU00086,Shampoo bottle,1,569.86,569.86,0,0.0
BILL00009,1,SKU01329,Chocolate bar,5,747.88,3739.4,0,0.21
BILL00009,2,SKU01379,Soft drink 2L,4,193.66,774.64,0,0.0
BILL00009,3,SKU02175,Instant noodles,1,194.69,194.69,0,0.0
BILL00009,4,SKU01784,Toothpaste family pack,4,52.44,209.76,0,0.0
BILL00009,5,SKU01172,Detergent powder,3,188.59,565.77,0,0.0
BILL00009,6,SKU00116,Detergent powder,3,101.39,304.17,0,0.0
BILL00009,7,SKU00491,Cooking oil 1L,6,750.32,4501.92,0,0.263
BILL00009,8,SKU01717,Chocolate bar,6,251.49,1508.94,0,0.0
BILL00009,9,SKU00263,Detergent powder - VOID AND REENTER,6,249.24,1495.44,1,0.829
BILL00009,10,SKU02237,Shampoo bottle,3,720.76,2162.28,0,0.575
BILL00009,11,SKU01452,Shampoo bottle,5,141.21,706.05,0,0.0
BILL00009,12,SKU02490,Chocolate bar,4,279.14,1116.56,0,0.0
BILL00009,13,SKU00480,Shampoo bottle,3,259.34,778.02,0,0.0
BILL00009,14,SKU02738,Shampoo bottle,8,252.25,2018.0,0,0.484
BILL00009,15,SKU01309,Detergent powder,2,92.18,184.36,0,0.0
BILL00009,16,SKU02720,Toothpaste family pack,6,638.49,3830.94,0,0.434
BILL00009,17,SKU00649,Shampoo bottle,6,224.72,1348.32,0,0.0
BILL00009,18,SKU02814,Rice 5kg,6,744.78,4468.68,0,0.342
BILL00009,19,SKU01275,Toothpaste family pack - FREE ITEM DO NOT SCAN,4,355.84,1423.36,1,0.853
BILL00009,20,SKU00830,Shampoo bottle,2,788.48,1576.96,0,0.0
BILL00009,21,SKU01917,Chocolate bar,4,24.22,96.88,0,0.0
BILL00009,22,SKU01272,Cooking oil 1L,5,283.64,1418.2,0,0.0
BILL00009,23,SKU02529,Detergent powder,2,33.61,67.22,0,0.0
BILL00009,24,SKU01696,Detergent powder,5,566.12,2830.6,0,0.566
BILL00009,25,SKU02722,Instant noodles,1,124.71,124.71,0,0.0
BILL00009,26,SKU01254,Detergent powder,5,164.17,820.85,0,0.0
BILL00009,27,SKU00196,Fresh apples,7,674.88,4724.16,0,0.394
BILL00009,28,SKU00960,Cooking oil 1L,6,510.7,3064.2,0,0.576
BILL00009,29,SKU02440,Fresh apples,2,491.1,982.2,0,0.0
BILL00009,30,SKU02533,Chocolate bar - VOID AND REENTER,5,281.27,1406.35,1,0.63
BILL00009,31,SKU02473,Shampoo bottle,7,523.87,3667.09,0,0.446
BILL00009,32,SKU02583,Soft drink 2L,6,487.44,2924.64,0,0.217
BILL00009,33,SKU00915,Toothpaste family pack,6,99.31,595.86,0,0.0
BILL00009,34,SKU02114,Rice 5kg,6,601.05,3606.3,0,0.358
BILL00009,35,SKU01795,Instant noodles,6,90.07,540.42,0,0.0
BILL00009,36,SKU02208,Instant noodles,2,147.43,294.86,0,0.0
BILL00009,37,SKU01237,Soft drink 2L,4,380.72,1522.88,0,0.0
BILL00009,38,SKU01992,Soft drink 2L,3,405.98,1217.94,0,0.0
BILL00009,39,SKU01609,Detergent powder,2,438.06,876.12,0,0.0
BILL00009,40,SKU01424,Instant noodles,3,50.81,152.43,0,0.0
BILL00009,41,SKU01821,Cooking oil 1L,3,741.76,2225.28,0,0.313
BILL00009,42,SKU01803,Packaged biscuits,8,201.61,1612.88,0,0.0
BILL00010,1,SKU00442,Shampoo bottle,5,206.52,1032.6,0,0.0
BILL00010,2,SKU01511,Detergent powder,2,356.23,712.46,0,0.0
BILL00010,3,SKU01825,Toothpaste family pack,6,597.9,3587.4,0,0.411
BILL00010,4,SKU02132,Soft drink 2L,1,165.49,165.49,0,0.0
BILL00010,5,SKU00196,Soft drink 2L,4,333.32,1333.28,0,0.0
BILL00011,1,SKU01560,Chocolate bar,4,718.38,2873.52,0,0.418
BILL00011,2,SKU02266,Detergent powder,2,184.48,368.96,0,0.0
BILL00011,3,SKU01540,Cooking oil 1L,1,342.16,342.16,0,0.0
BILL00011,4,SKU00571,Cooking oil 1L,4,98.03,392.12,0,0.0
BILL00011,5,SKU02859,Rice 5kg,2,26.1,52.2,0,0.0
BILL00011,6,SKU00441,Packaged biscuits,2,193.25,386.5,0,0.0
BILL00011,7,SKU02660,Rice 5kg,1,138.19,138.19,0,0.0
BILL00011,8,SKU01932,Detergent powder,3,278.61,835.83,0,0.0
BILL00011,9,SKU02428,Chocolate bar,4,682.83,2731.32,0,0.401
BILL00011,10,SKU01020,Chocolate bar,7,478.45,3349.15,0,0.595
BILL00011,11,SKU01392,Shampoo bottle,7,718.22,5027.54,0,0.418
BILL00011,12,SKU00281,Fresh apples,4,305.12,1220.48,0,0.0
BILL00011,13,SKU02451,Fresh apples,4,296.48,1185.92,0,0.0
BILL00011,14,SKU02115,Chocolate bar,1,591.32,591.32,0,0.0
BILL00011,15,SKU02850,Detergent powder,1,675.14,675.14,0,0.0
BILL00011,16,SKU01522,Rice 5kg,8,27.36,218.88,0,0.0
BILL00011,17,SKU00345,Rice 5kg - CUSTOM PRICE OVERRIDE,3,709.76,2129.28,1,1.0
BILL00011,18,SKU02015,Shampoo bottle,7,256.63,1796.41,0,0.0
BILL00011,19,SKU02306,Instant noodles,6,582.64,3495.84,0,0.446
BILL00011,20,SKU00325,Toothpaste family pack,5,527.39,2636.95,0,0.365
BILL00011,21,SKU02238,Soft drink 2L,7,467.01,3269.07,0,0.276
BILL00011,22,SKU01270,Rice 5kg,7,287.13,2009.91,0,0.415
BILL00011,23,SKU02534,Soft drink 2L,2,695.44,1390.88,0,0.0
BILL00011,24,SKU01348,Cooking oil 1L,6,216.65,1299.9,0,0.0
BILL00011,25,SKU02704,Packaged biscuits,5,183.87,919.35,0,0.0
BILL00011,26,SKU02631,Instant noodles,2,461.94,923.88,0,0.0
BILL00011,27,SKU02454,Chocolate bar,8,673.42,5387.36,0,0.563
BILL00012,1,SKU01867,Fresh apples,3,239.58,718.74,0,0.0
BILL00012,2,SKU00912,Rice 5kg,6,14.7,88.2,0,0.0
BILL00012,3,SKU02021,Fresh apples - MANUAL OVERRIDE,6,697.75,4186.5,1,1.0
BILL00012,4,SKU02780,Fresh apples,5,193.48,967.4,0,0.0
BILL00012,5,SKU01542,Instant noodles,5,31.67,158.35,0,0.0
BILL00012,6,SKU01629,Toothpaste family pack,3,298.09,894.27,0,0.0
BILL00012,7,SKU02862,Chocolate bar,8,222.98,1783.84,0,0.0
BILL00012,8,SKU02993,Toothpaste family pack,4,471.7,1886.8,0,0.0
BILL00012,9,SKU00798,Instant noodles,2,687.97,1375.94,0,0.0
BILL00012,10,SKU00984,Toothpaste family pack,4,545.25,2181.0,0,0.386
BILL00012,11,SKU02444,Rice 5kg,1,710.63,710.63,0,0.0
BILL00012,12,SKU00774,Chocolate bar,4,82.95,331.8,0,0.0
BILL00012,13,SKU02988,Fresh apples,8,650.59,5204.72,0,0.248
BILL00012,14,SKU01713,Detergent powder,8,244.77,1958.16,0,0.0
BILL00012,15,SKU02102,Rice 5kg,1,376.77,376.77,0,0.0
BILL00012,16,SKU02595,Detergent powder,4,615.01,2460.04,0,0.448
BILL00012,17,SKU00916,Fresh apples,2,375.46,750.92,0,0.0
BILL00012,18,SKU01454,Detergent powder,5,568.04,2840.2,0,0.245
BILL00012,19,SKU00527,Rice 5kg,1,380.88,380.88,0,0.0
BILL00012,20,SKU00719,Soft drink 2L,5,250.33,1251.65,0,0.0
BILL00012,21,SKU02593,Shampoo bottle,4,742.41,2969.64,0,0.552
BILL00013,1,SKU02911,Detergent powder,6,741.25,4447.5,0,0.519
BILL00013,2,SKU00292,Shampoo bottle,8,624.16,4993.28,0,0.36
BILL00013,3,SKU02169,Rice 5kg,7,523.0,3661.0,0,0.329
BILL00013,4,SKU00554,Detergent powder,7,263.71,1845.97,0,0.0
BILL00013,5,SKU00989,Packaged biscuits,5,639.78,3198.9,0,0.36
BILL00013,6,SKU00317,Cooking oil 1L,7,63.49,444.43,0,0.0
BILL00013,7,SKU02959,Fresh apples - CUSTOM PRICE OVERRIDE,7,340.66,2384.62,1,1.0
BILL00013,8,SKU00697,Detergent powder,1,508.08,508.08,0,0.0
BILL00013,9,SKU00832,Shampoo bottle,1,739.58,739.58,0,0.0
BILL00013,10,SKU00104,Detergent powder - CUSTOM PRICE OVERRIDE,4,248.04,992.16,1,0.77
BILL00013,11,SKU02668,Chocolate bar,8,38.17,305.36,0,0.0
BILL00013,12,SKU00986,Shampoo bottle,3,608.14,1824.42,0,0.0
BILL00013,13,SKU01320,Instant noodles,4,595.42,2381.68,0,0.436
BILL00013,14,SKU01153,Cooking oil 1L,6,237.21,1423.26,0,0.0
BILL00013,15,SKU01359,Packaged biscuits,7,681.73,4772.11,0,0.363
BILL00013,16,SKU02073,Detergent powder,3,360.13,1080.39,0,0.0
BILL00013,17,SKU02235,Detergent powder,5,620.75,3103.75,0,0.316
BILL00013,18,SKU00839,Fresh apples,1,587.15,587.15,0,0.0
BILL00013,19,SKU02878,Detergent powder,8,399.77,3198.16,0,0.467
BILL00013,20,SKU00981,Cooking oil 1L,2,517.8,1035.6,0,0.0
BILL00013,21,SKU00235,Detergent powder,3,577.19,1731.57,0,0.0
BILL00013,22,SKU02282,Chocolate bar,6,555.5,3333.0,0,0.334
BILL00013,23,SKU01723,Rice 5kg - VOID AND REENTER,1,397.14,397.14,1,0.704
BILL00013,24,SKU02289,Cooking oil 1L,4,651.23,2604.92,0,0.414
BILL00013,25,SKU02711,Chocolate bar,7,189.2,1324.4,0,0.0
BILL00013,26,SKU00475,Shampoo bottle,3,71.53,214.59,0,0.0
BILL00013,27,SKU01219,Packaged biscuits,6,649.31,3895.86,0,0.316
BILL00013,28,SKU02789,Packaged biscuits - UNBILLED ITEM,7,741.69,5191.83,1,0.959
BILL00013,29,SKU02545,Chocolate bar,3,334.44,1003.32,0,0.0
BILL00013,30,SKU01109,Fresh apples,7,769.31,5385.17,0,0.564
BILL00013,31,SKU01422,Chocolate bar,7,281.83,1972.81,0,0.0
BILL00013,32,SKU01007,Instant noodles,5,208.03,1040.15,0,0.0
BILL00013,33,SKU00437,Cooking oil 1L,2,303.22,606.44,0,0.0
BILL00013,34,SKU01956,Packaged biscuits,2,713.97,1427.94,0,0.0
BILL00013,35,SKU01406,Soft drink 2L - MANUAL OVERRIDE,7,112.41,786.87,1,0.747
BILL00013,36,SKU01536,Toothpaste family pack,4,162.89,651.56,0,0.0
BILL00013,37,SKU01041,Soft drink 2L,7,481.66,3371.62,0,0.336
BILL00013,38,SKU02927,Shampoo bottle,5,158.11,790.55,0,0.0
BILL00013,39,SKU01113,Cooking oil 1L,3,408.14,1224.42,0,0.0
BILL00013,40,SKU02892,Toothpaste family pack,3,372.07,1116.21,0,0.0
BILL00013,41,SKU02225,Detergent powder,7,400.84,2805.88,0,0.456
BILL00013,42,SKU00548,Fresh apples,3,277.47,832.41,0,0.0
BILL00013,43,SKU02891,Shampoo bottle,8,450.42,3603.36,0,0.235
BILL00013,44,SKU01340,Toothpaste family pack - VOID AND REENTER,8,170.3,1362.4,1,0.616
BILL00013,45,SKU02259,Fresh apples,4,424.89,1699.56,0,0.0
BILL00013,46,SKU02678,Cooking oil 1L,1,33.55,33.55,0,0.0
BILL00013,47,SKU02300,Shampoo bottle,7,422.97,2960.79,0,0.573
BILL00013,48,SKU01271,Chocolate bar,2,41.69,83.38,0,0.0
BILL00013,49,SKU02804,Chocolate bar,7,499.03,3493.21,0,0.215
BILL00013,50,SKU00553,Shampoo bottle,5,562.78,2813.9,0,0.361
BILL00013,51,SKU01475,Soft drink 2L,6,225.34,1352.04,0,0.0
BILL00013,52,SKU00479,Rice 5kg,1,561.06,561.06,0,0.0
BILL00013,53,SKU00842,Instant noodles,7,48.03,336.21,0,0.0
BILL00013,54,SKU01085,Shampoo bottle,4,80.65,322.6,0,0.0
BILL00013,55,SKU01442,Shampoo bottle,7,794.88,5564.16,0,0.572
BILL00013,56,SKU02626,Toothpaste family pack,3,643.25,1929.75,0,0.0
BILL00013,57,SKU01673,Instant noodles,7,213.86,1497.02,0,0.0
BILL00013,58,SKU00611,Soft drink 2L,3,581.3,1743.9,0,0.0
BILL00013,59,SKU01538,Toothpaste family pack,2,512.01,1024.02,0,0.0
BILL00013,60,SKU02660,Instant noodles,2,657.49,1314.98,0,0.0
BILL00013,61,SKU02281,Cooking oil 1L,7,321.38,2249.66,0,0.522
BILL00014,1,SKU02877,Soft drink 2L,1,465.71,465.71,0,0.0
BILL00014,2,SKU02135,Cooking oil 1L,1,96.2,96.2,0,0.0
BILL00014,3,SKU01661,Shampoo bottle,7,737.28,5160.96,0,0.588
BILL00014,4,SKU02461,Packaged biscuits,7,58.79,411.53,0,0.0
BILL00014,5,SKU02664,Chocolate bar,2,234.93,469.86,0,0.0
BILL00014,6,SKU00838,Cooking oil 1L - VOID AND REENTER,2,397.41,794.82,1,0.675
BILL00014,7,SKU02176,Detergent powder,1,206.55,206.55,0,0.0
BILL00014,8,SKU00233,Packaged biscuits,2,666.48,1332.96,0,0.0
BILL00014,9,SKU02523,Rice 5kg,2,598.53,1197.06,0,0.0
BILL00014,10,SKU01656,Packaged biscuits,3,462.6,1387.8,0,0.0
BILL00014,11,SKU02686,Fresh apples,2,250.34,500.68,0,0.0
BILL00014,12,SKU00008,Toothpaste family pack - UNBILLED ITEM,8,418.45,3347.6,1,0.934
BILL00014,13,SKU02448,Instant noodles,1,535.29,535.29,0,0.0
BILL00015,1,SKU01892,Detergent powder,5,671.24,3356.2,0,0.412
BILL00015,2,SKU00165,Toothpaste family pack,1,215.74,215.74,0,0.0
BILL00015,3,SKU02552,Chocolate bar,8,18.71,149.68,0,0.0
BILL00015,4,SKU02855,Cooking oil 1L,4,770.43,3081.72,0,0.423
BILL00015,5,SKU02932,Fresh apples,5,283.47,1417.35,0,0.0
BILL00015,6,SKU02640,Rice 5kg,1,127.23,127.23,0,0.0
BILL00015,7,SKU00992,Rice 5kg,7,359.5,2516.5,0,0.309
BILL00015,8,SKU02478,Toothpaste family pack,5,494.44,2472.2,0,0.278
BILL00015,9,SKU02683,Instant noodles,6,324.88,1949.28,0,0.0
BILL00015,10,SKU00535,Chocolate bar,7,548.43,3839.01,0,0.407
BILL00015,11,SKU02501,Packaged biscuits,5,651.25,3256.25,0,0.372
BILL00015,12,SKU00947,Shampoo bottle,2,452.1,904.2,0,0.0
BILL00015,13,SKU01189,Soft drink 2L,1,669.85,669.85,0,0.0
BILL00015,14,SKU01971,Cooking oil 1L,6,191.15,1146.9,0,0.0
BILL00015,15,SKU01611,Toothpaste family pack,1,584.15,584.15,0,0.0
BILL00015,16,SKU02026,Shampoo bottle,7,133.82,936.74,0,0.0
BILL00015,17,SKU01298,Fresh apples,2,715.26,1430.52,0,0.0
BILL00015,18,SKU02610,Detergent powder,7,544.13,3808.91,0,0.281
BILL00015,19,SKU01096,Shampoo bottle,7,18.36,128.52,0,0.0
BILL00015,20,SKU01568,Instant noodles,6,265.28,1591.68,0,0.0
BILL00015,21,SKU02594,Fresh apples,5,555.78,2778.9,0,0.518
BILL00015,22,SKU01614,Soft drink 2L,5,437.9,2189.5,0,0.551
BILL00015,23,SKU02184,Cooking oil 1L,6,26.69,160.14,0,0.0
BILL00015,24,SKU00047,Cooking oil 1L,3,777.05,2331.15,0,0.314
BILL00015,25,SKU02959,Instant noodles,7,288.89,2022.23,0,0.281
BILL00015,26,SKU02326,Toothpaste family pack,3,363.32,1089.96,0,0.0
BILL00015,27,SKU00820,Detergent powder,7,597.37,4181.59,0,0.405
BILL00015,28,SKU02493,Fresh apples - UNBILLED ITEM,8,553.9,4431.2,1,1.0
BILL00015,29,SKU00705,Soft drink 2L,2,765.84,1531.68,0,0.0
BILL00015,30,SKU01200,Soft drink 2L,3,755.94,2267.82,0,0.404
BILL00015,31,SKU02193,Detergent powder,4,198.34,793.36,0,0.0
BILL00015,32,SKU01799,Rice 5kg - MANUAL OVERRIDE,4,351.05,1404.2,1,0.821
BILL00015,33,SKU01307,Chocolate bar,1,76.03,76.03,0,0.0
BILL00015,34,SKU01859,Detergent powder,8,285.21,2281.68,0,0.236
BILL00015,35,SKU00514,Shampoo bottle,2,728.71,1457.42,0,0.0
BILL00015,36,SKU02108,Instant noodles,2,324.39,648.78,0,0.0
BILL00015,37,SKU02852,Instant noodles,5,22.92,114.6,0,0.0
BILL00015,38,SKU00055,Detergent powder - FREE ITEM DO NOT SCAN,5,735.72,3678.6,1,1.0
BILL00015,39,SKU01239,Detergent powder,5,694.1,3470.5,0,0.262
BILL00015,40,SKU00181,Chocolate bar,7,412.08,2884.56,0,0.46
BILL00015,41,SKU00922,Rice 5kg,6,448.68,2692.08,0,0.492
BILL00015,42,SKU02368,Packaged biscuits,7,608.81,4261.67,0,0.294
BILL00015,43,SKU01371,Chocolate bar,3,14.71,44.13,0,0.0
